id,in_temperature,out_temperature,lever_arm_coefficient_sims,roll_torque_general,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.1675299014169,0.56,80143.84,1401448.07863462,86481.05051168679,0.9315694385005907,0.6309681340443635,0.017060376082728156,0.10257981776176459
1,1369.1675299014169,1363.4552565392446,,,,,,,,
2,1363.4552565392446,1361.442363716731,0.56,71323.68,1174793.772460389,75843.4184192371,0.9532419992149088,0.805830263437358,0.013591606200822436,0.10831965391310037
3,1361.442363716731,1356.7178250009424,,,,,,,,
4,1356.7178250009424,1355.5191190802927,0.53,65607.49,1224122.7953389767,74023.12515869537,0.9396705771771238,1.240911240476118,0.013375249974301713,0.10073648200441589
5,1355.5191190802927,1351.7718280154127,,,,,,,,
6,1351.7718280154127,1351.7750855442061,0.54,38788.37,812146.2536405332,45584.12801487692,0.880905963137529,1.4316478721410415,0.008667916969613663,0.08799065524606445
7,1351.7750855442061,1348.2695036446821,,,,,,,,
8,1348.2695036446821,1349.9473936961504,0.51,45251.07,971360.953109114,50576.70174696879,0.9951388642103413,2.438539158944806,0.008463174708183972,0.0905964447175207
9,1349.9473936961504,1346.8272164685918,,,,,,,,
10,1346.8272164685918,1348.2196710258663,0.54,29596.21,604428.2610457883,32208.959564830777,0.844081283126954,2.3999409787034622,0.006528437891119104,0.09104042405641312
11,1348.2196710258663,1344.6422718517201,,,,,,,,
12,1344.6422718517201,1347.4486834096062,0.50,22154.57,656557.7282305673,28376.87454513946,0.965683064172069,4.461517064931709,0.004848063275629673,0.06798428322300457
13,1347.4486834096062,1344.2609493313712,,,,,,,,
14,1344.2609493313712,1346.8292565807674,0.51,20368.17,497587.03167292615,24022.98496790079,0.9282276188627895,4.491213278014772,0.004896899778813858,0.08026121278727286
15,1346.8292565807674,1338.5830692322877,,,,,,,,
16,1338.5830692322877,1343.432177691636,0.48,18537.40,562015.2559580898,22650.963796715256,0.895715095322743,8.953645214124574,0.003907601353447308,0.06848187627030629
17,1343.432177691636,1339.596223279432,,,,,,,,
18,1339.596223279432,1342.8759559774787,0.50,11921.52,339900.5203900779,14054.266814680155,0.8957379250544057,7.80001466507385,0.003150516343680299,0.0697030947035965
19,1342.8759559774787,1339.6521433606144,,,,,,,,
20,1339.6521433606144,1345.777878131971,0.45,14172.94,493821.55554996355,18524.81050514072,0.8850408954297815,16.89235687364718,0.0029131950258607666,0.06395773898411784
21,1345.777878131971,1342.9031485345301,,,,,,,,
22,1342.9031485345301,1348.605195587347,0.48,9572.65,296224.5432346603,11811.660685022433,0.8338930345395982,18.3434862012531,0.002180456821640344,0.06797392180240708
23,1348.605195587347,1346.3072547289516,,,,,,,,
24,1346.3072547289516,1351.9249253436276,0.45,4933.62,255576.84163853127,6973.200934217447,0.8359000128383841,32.806692043950164,0.0013933642271625373,0.042626064095888996
25,1351.9249253436276,1348.8505929229939,,,,,,,,
26,1348.8505929229939,1353.571563247926,0.48,3565.20,165353.84789016563,4746.7480948992625,0.8671359470738359,32.07342525929327,0.0011889609406074174,0.04534412968689308
27,1353.571563247926,1350.9942921627362,,,,,,,,
28,1350.9942921627362,1357.2135407123621,0.43,3438.49,208153.82891934106,5262.240361479968,0.8669707327816382,57.53670448285639,0.0010133998876159737,0.038309930315712434
29,1357.2135407123621,1354.7172867242948,,,,,,,,
30,1354.7172867242948,1359.3799581591293,0.45,2411.57,127658.3114810965,3443.959243131719,0.867251562587546,49.550078047498424,0.0008677815364505242,0.04153796783494155
