id,in_temperature,out_temperature,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.172091730151,1310089.8073906486,67184.27997528538,0.9312767844665198,0.6316233542798773,0.017054215510687552,0.10256438848127311
1,1369.172091730151,1363.4589336182667,,,,,,
2,1363.4589336182667,1361.4161435214578,1109197.374283848,60039.87033625895,0.9570921494597272,0.8012887283079714,0.013613204146516953,0.10825822658482873
3,1361.4161435214578,1356.695888866888,,,,,,
4,1356.695888866888,1355.6877430754178,1171101.6906425566,59382.519621941115,0.9214303074944891,1.285985493652544,0.013327322737519801,0.10141308837042032
5,1355.6877430754178,1351.9068292666489,,,,,,
6,1351.9068292666489,1351.825117638402,755799.699134428,31715.756592019807,0.8877012856822873,1.4087868224667668,0.008300412123375454,0.08392635410768741
7,1351.825117638402,1348.327064791653,,,,,,
8,1348.327064791653,1350.395702646639,809159.7306738824,37022.32892241821,0.9525471735238471,2.564697127721067,0.008265986581992938,0.09150808553358275
9,1350.395702646639,1347.2573918304072,,,,,,
10,1347.2573918304072,1348.6130960806245,599330.7474022846,25386.658347884404,0.8405581943734761,2.4406110310009272,0.006061048069898724,0.0847166892668842
11,1348.6130960806245,1345.0262400480942,,,,,,
12,1345.0262400480942,1348.0510120496758,505634.400416263,17027.161288983814,0.9381334329932217,4.648663086235184,0.004697182038956526,0.06734969485844405
13,1348.0510120496758,1344.8459260362915,,,,,,
14,1344.8459260362915,1347.4975633084532,497922.43016012746,19034.72693996088,0.9067200158511045,4.676154889244898,0.004606248280349434,0.07645659559397427
15,1347.4975633084532,1339.1967823123844,,,,,,
16,1339.1967823123844,1344.707182505245,428429.1289098229,14180.453784680682,0.8399196115211319,10.00241377355119,0.003590482385464015,0.06619743069648015
17,1344.707182505245,1340.8296974028976,,,,,,
18,1340.8296974028976,1343.81229498114,328733.0205485282,10326.852369076878,0.8723097502209214,7.871594273667861,0.0027998605706324314,0.06282820236218047
19,1343.81229498114,1340.5527435812037,,,,,,
20,1340.5527435812037,1347.8561130233827,339218.0947541374,10477.570302568787,0.8124859778773436,19.947576992369562,0.0026311405002287613,0.06177483138193349
21,1347.8561130233827,1344.9191277357274,,,,,,
22,1344.9191277357274,1349.787616372364,243764.9267527371,7330.024378889289,0.8070849828591549,17.880325053836494,0.0018949765346677671,0.0601401069180432
23,1349.787616372364,1347.453896051171,,,,,,
24,1347.453896051171,1353.5465653662973,177184.00153468907,3565.0642674051337,0.7931987209669178,36.79627401880704,0.001262739109273928,0.04024137886633253
25,1353.5465653662973,1350.4273689864149,,,,,,
26,1350.4273689864149,1354.6160952471441,146938.2208554485,3022.2008911202215,0.8505606747240447,31.61171734597527,0.0010675525070082126,0.04113566740532856
27,1354.6160952471441,1352.0142666172749,,,,,,
28,1352.0142666172749,1358.9843829999327,139786.44668380608,2584.1895739457755,0.81759036972284,65.41904182713756,0.0009343282702273819,0.03697339241752323
29,1358.9843829999327,1356.4514709593873,,,,,,
30,1356.4514709593873,1360.563601763784,110666.06525933673,2061.1583417276393,0.8472847596553374,49.06542154782775,0.0007685959359682951,0.03725005198111067
