id,in_temperature,out_temperature,lever_arm_coefficient_sims,roll_torque_general,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.2275768531383,0.56,79763.01,1394485.9102405536,86001.91060242904,0.9258972926161766,0.6396250515067489,0.017005735932268666,0.10258029374977767
1,1369.2275768531383,1363.4979585501997,,,,,,,,
2,1363.4979585501997,1361.3730920991193,0.56,71102.59,1184925.2270443933,76115.19202567224,0.9687317362152608,0.7870789089612893,0.013559957737794243,0.1071482895859155
3,1361.3730920991193,1356.6642546414635,,,,,,,,
4,1356.6642546414635,1355.2739007393366,0.53,68876.96,1252292.253264612,76988.65545473085,0.9532251744247204,1.2039188102881204,0.013838553442210017,0.1034449616018278
5,1355.2739007393366,1351.5478626975605,,,,,,,,
6,1351.5478626975605,1351.2552123642522,0.54,42089.19,855083.7750247566,49127.95134838106,0.9115757924127668,1.3408484202369984,0.009110988478865522,0.0908425178354882
7,1351.2552123642522,1347.7860458244154,,,,,,,,
8,1347.7860458244154,1349.4103872071719,0.51,49374.79,1014144.0300820075,54384.25241176433,1.0162493457891084,2.395714318900788,0.00900913272192274,0.09481865643249413
9,1349.4103872071719,1346.2874669131384,,,,,,,,
10,1346.2874669131384,1347.0074364165846,0.54,32575.06,646552.470666269,35259.61148693637,0.905676777453767,2.059741625845846,0.007000985476006631,0.09398270377174492
11,1347.0074364165846,1343.5208403945837,,,,,,,,
12,1343.5208403945837,1346.3962256986883,0.49,28120.73,739321.0256959004,34395.64707203097,1.0103358704272114,4.266882893014774,0.005679820771576434,0.07686890578301998
13,1346.3962256986883,1343.205162657085,,,,,,,,
14,1343.205162657085,1345.321270271511,0.51,24584.10,564237.3493472062,28460.46449942224,1.023450652279294,4.028175497294323,0.005534952149707856,0.0860351483614887
15,1345.321270271511,1337.095409685899,,,,,,,,
16,1337.095409685899,1341.424164543817,0.48,22941.78,618190.2788715458,26850.608665185555,0.9684440095861819,7.725777501059932,0.004696935844267622,0.07741097621306221
17,1341.424164543817,1337.6090415244178,,,,,,,,
18,1337.6090415244178,1340.4048827275763,0.50,15841.08,409320.9390998855,18088.443541261004,1.0290413529004956,6.689869537904008,0.0037886064130393782,0.07763926850446051
19,1340.4048827275763,1337.232088174013,,,,,,,,
20,1337.232088174013,1342.5544167271262,0.45,18930.20,569888.6728697779,23336.918651758737,1.0019094504382093,13.676317020926627,0.0037484883439979164,0.07451193940837633
21,1342.5544167271262,1339.7473793561326,,,,,,,,
22,1339.7473793561326,1344.7676891662654,0.47,14435.92,392492.6618372633,16837.491876186035,1.0679404564120787,15.00411283614288,0.002913709731031703,0.07873420975950204
23,1344.7676891662654,1342.50861031179,,,,,,,,
24,1342.50861031179,1347.5569157580173,0.45,8666.44,329213.1601380438,10816.944874539493,0.9848706791453896,23.527416506829447,0.002182931658504245,0.058609669818279
25,1347.5569157580173,1344.5418902638523,,,,,,,,
26,1344.5418902638523,1349.2360279795114,0.47,6254.53,232461.6117516946,7601.959942911161,1.071235670473327,26.455396095748355,0.0016934101649242624,0.05739026068160936
27,1349.2360279795114,1346.7092341982402,,,,,,,,
28,1346.7092341982402,1352.5116831453336,0.43,5880.08,271056.0322574466,7959.956027387646,1.023230760614844,43.10173457591795,0.0015319725045591021,0.0507482294647099
29,1352.5116831453336,1350.0319831260106,,,,,,,,
30,1350.0319831260106,1354.3002450703054,0.45,4270.36,181077.8041715255,5521.972679048449,1.0838176578849152,37.98415370615689,0.00124545142254637,0.05261352461091266
