id,in_temperature,out_temperature,lever_arm_coefficient_sims,roll_torque_general,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.1883424275868,0.56,79771.86,1393499.433010232,85742.15248772128,0.9295912088931261,0.6340582409958492,0.017041032716553033,0.10258144628478796
1,1369.1883424275868,1363.4701691017226,,,,,,,,
2,1363.4701691017226,1361.5412727886214,0.56,68660.42,1133105.0447236646,72128.08967295666,0.9429648210715653,0.8176205098036157,0.01346530991915915,0.10792134169057613
3,1361.5412727886214,1356.8018025096078,,,,,,,,
4,1356.8018025096078,1355.725696719517,0.53,64285.36,1227224.402901224,72955.37852664998,0.9314188245498091,1.2666949383339388,0.013070213997552649,0.09889850828204322
5,1355.725696719517,1351.9626518485547,,,,,,,,
6,1351.9626518485547,1351.9473022886623,0.54,42116.13,905089.9994449462,50507.75747375256,0.8820759833974234,1.428512196275872,0.0084972120567563,0.08620233125113695
7,1351.9473022886623,1348.4415625972235,,,,,,,,
8,1348.4415625972235,1350.2704117404037,0.51,45050.53,963896.1856721848,50206.14227567214,0.9757987964469418,2.487407153951034,0.008354337098779745,0.09076831490888985
9,1350.2704117404037,1347.146615440056,,,,,,,,
10,1347.146615440056,1348.6894474121264,0.54,29117.61,615096.5269868446,31965.804327634414,0.8310421433154415,2.503208929099436,0.006275423638969784,0.088244310199752
11,1348.6894474121264,1345.0854999482035,,,,,,,,
12,1345.0854999482035,1347.8647453638232,0.49,22362.50,686516.4734623093,29054.734644551278,0.9550685262614139,4.508175448654305,0.004663039515852785,0.06594060772142368
13,1347.8647453638232,1344.6703386570668,,,,,,,,
14,1344.6703386570668,1347.3727764674927,0.51,19873.14,495233.4239778839,23550.019039169667,0.9088857363733827,4.646269527566145,0.0047548618897236055,0.07882414216420941
15,1347.3727764674927,1339.0793005791613,,,,,,,,
16,1339.0793005791613,1344.1115021455778,0.48,17815.43,558764.0197970836,22188.774345070982,0.8733435794685309,9.366746554369062,0.0037185214501877927,0.06650569831849973
17,1344.1115021455778,1340.2602099230164,,,,,,,,
18,1340.2602099230164,1343.5704846389992,0.50,11494.77,340500.89907179563,13721.761711425796,0.8758670398997126,8.051669871310864,0.0029942574993917065,0.0670458513578502
19,1343.5704846389992,1340.3176152361657,,,,,,,,
20,1340.3176152361657,1346.5986876409731,0.45,13729.33,492914.6532799299,18310.872761624527,0.8650256775332574,17.596853162593117,0.002782995946923712,0.062214522090639796
21,1346.5986876409731,1343.7047814778741,,,,,,,,
22,1343.7047814778741,1349.3449303677025,0.48,9417.17,300252.286861096,11780.29268056246,0.8175337172069231,18.648195387567306,0.0020919401151195593,0.0659302974094183
23,1349.3449303677025,1347.0257228680134,,,,,,,,
24,1347.0257228680134,1352.583498046206,0.45,4972.08,267262.52855607675,7156.807820757101,0.8261143373640302,33.42806960746121,0.0013361867069682737,0.04125751502124297
25,1352.583498046206,1349.4975161556745,,,,,,,,
26,1349.4975161556745,1354.1816317932742,0.48,3669.84,173803.56897636235,4928.572404290055,0.8584770265880093,32.44291612816336,0.001158638041469851,0.044427124157582154
27,1354.1816317932742,1351.591348815888,,,,,,,,
28,1351.591348815888,1357.8615617373148,0.43,3513.93,217136.4548137007,5451.7128915125995,0.8571542115861819,58.794446345286715,0.0009881001655945411,0.03769020349148431
29,1357.8615617373148,1355.356760646994,,,,,,,,
30,1355.356760646994,1360.0142753756004,0.45,2470.41,133327.16050594545,3560.4446179845204,0.8578829587947434,50.37203566385607,0.0008459943622103676,0.04073242874995018
