id,in_temperature,out_temperature,lever_arm_coefficient_sims,roll_torque_general,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.157299093512,0.56,80207.72,1402622.150715512,86562.4136888113,0.9326088562913839,0.6295084401939914,0.017069402048808534,0.1025795871863507
1,1369.157299093512,1363.4480525693396,,,,,,,,
2,1363.4480525693396,1361.3176918225938,0.56,72599.12,1194452.3147266693,77354.52594507481,0.9685856773325813,0.789450301153106,0.013733827255024459,0.10853084459812623
3,1361.3176918225938,1356.6094030180218,,,,,,,,
4,1356.6094030180218,1355.4371959198365,0.53,67609.44,1228260.3031006544,75420.50709369825,0.9318403504340601,1.2506409654880641,0.013671231234100016,0.10342173806054857
5,1355.4371959198365,1351.6778780063487,,,,,,,,
6,1351.6778780063487,1351.5673274483222,0.54,38107.02,814086.7673225572,45254.29640233436,0.8922017035066996,1.3972530160647127,0.008557134510672682,0.08629296240655773
7,1351.5673274483222,1348.0766040794647,,,,,,,,
8,1348.0766040794647,1350.0139514426048,0.52,45342.65,954956.5408092687,50283.94899473697,0.9682399012666458,2.5116304606336275,0.00843300176826978,0.09217959828212785
9,1350.0139514426048,1346.8894219629394,,,,,,,,
10,1346.8894219629394,1348.0624386913973,0.54,28164.67,601590.5920854505,31195.83011106095,0.858640510862073,2.3226351404550263,0.006303637376997523,0.0871109182435186
11,1348.0624386913973,1344.509263760976,,,,,,,,
12,1344.509263760976,1347.5683950103958,0.50,22915.43,656935.5263041971,28918.812717723933,0.949239092441834,4.574632007218287,0.0049406303100550395,0.07019838282032614
13,1347.5683950103958,1344.3737480931466,,,,,,,,
14,1344.3737480931466,1346.8657850190937,0.51,19611.90,493049.81893352134,23393.464218142457,0.9309625925127684,4.491627602320773,0.004765980481516095,0.07800886162683761
15,1346.8657850190937,1338.6230496864496,,,,,,,,
16,1338.6230496864496,1343.9966152349996,0.48,17959.49,541074.0530346364,21888.832502618763,0.8579078793840199,9.569995240500763,0.003791051592665749,0.06875341906830654
17,1343.9966152349996,1340.1379185827222,,,,,,,,
18,1340.1379185827222,1343.0536553686645,0.50,10620.00,324038.6977857416,12834.71401785472,0.8942952611611893,7.579576530324336,0.0029412518722861086,0.06513296999359096
19,1343.0536553686645,1339.8268076623572,,,,,,,,
20,1339.8268076623572,1347.0590445183875,0.45,13429.50,467681.18658430193,17577.748981285727,0.8267341982904941,19.277528241393906,0.0027557528510037408,0.06383086493064398
21,1347.0590445183875,1344.1383994166074,,,,,,,,
22,1344.1383994166074,1348.9893594299965,0.48,8012.45,272586.9969138896,10289.514236198613,0.8243259409638221,17.43534612849474,0.001969853525569247,0.061803750048154624
23,1348.9893594299965,1346.6795471662374,,,,,,,,
24,1346.6795471662374,1352.879951748901,0.45,4621.61,243549.34513735166,6583.051962206734,0.8008050802168372,36.13706206140314,0.0013223112147907352,0.041829520590053224
25,1352.879951748901,1349.772683734187,,,,,,,,
26,1349.772683734187,1353.9422132662162,0.48,3069.29,153848.05275791275,4219.754478190852,0.8609564032187118,30.968888782991225,0.0010956350013807755,0.041947076302102516
27,1353.9422132662162,1351.3561803097593,,,,,,,,
28,1351.3561803097593,1358.3171899419126,0.43,3235.33,197743.03113337964,4980.7708858022625,0.8253818390723454,63.98533995321133,0.0009639047253060842,0.03786462511241723
29,1358.3171899419126,1355.7934998805067,,,,,,,,
30,1355.7934998805067,1359.870509180868,0.45,2021.57,116946.82067685685,2998.747852774932,0.8576694672557883,47.88162894198126,0.0007890635428404325,0.037996374687134245
