id,in_temperature,out_temperature,roll_force,roll_torque,filling_ratio,strain_rate,contact_area,contact_length
0,1373.15,1369.2288183277053,1307698.954925195,67060.58602244085,0.9258797516332242,0.6397628766665704,0.017003472289936202,0.10256272786618072
1,1369.2288183277053,1363.4991287876137,,,,,,
2,1363.4991287876137,1361.3768135706216,1102877.081357769,59072.671987230045,0.9686988821743779,0.787244838372379,0.013553763004630598,0.10712467052902172
3,1361.3768135706216,1356.667902294714,,,,,,
4,1356.667902294714,1355.2788381565972,1209480.2258447171,62547.09522316251,0.9531975908003895,1.2041148839309441,0.013835303741669755,0.10342805758478406
5,1355.2788381565972,1351.5527157984766,,,,,,
6,1351.5527157984766,1351.2591112380424,825913.5826906579,37506.50857060322,0.9115460981713305,1.341122738639897,0.009113409728967093,0.09082429289615183
7,1351.2591112380424,1347.7898840659545,,,,,,
8,1347.7898840659545,1349.4230373660273,876423.6131579916,41528.288003772366,1.0159874127672743,2.3992861270220636,0.008994689295220688,0.09476761552358157
9,1349.4230373660273,1346.3001537037305,,,,,,
10,1346.3001537037305,1347.019905045011,680846.8178697026,31987.458068073083,0.9055758328165103,2.0599588716212076,0.007000029872165187,0.0939637440567276
11,1347.019905045011,1343.5331016508828,,,,,,
12,1343.5331016508828,1346.4191504167852,605012.7648860766,23228.754409405166,1.0099150779347537,4.276530189636944,0.005665920422170017,0.07678765063338498
13,1346.4191504167852,1343.228167722702,,,,,,
14,1343.228167722702,1345.3593485691263,588873.7891294613,25321.243977898015,1.0223390021189644,4.038486082551086,0.005518588481889833,0.0859988827668173
15,1345.3593485691263,1337.1347238976716,,,,,,
16,1337.1347238976716,1341.4691749266772,547769.7929790104,21163.74100847334,0.9678345824854857,7.739869848687559,0.00468408596921772,0.07727239172271881
17,1341.4691749266772,1337.653884366129,,,,,,
18,1337.653884366129,1340.4481829912932,438832.70176158287,17027.32634436997,1.028669210006233,6.68894199713736,0.0037838251811838346,0.07760281435735339
19,1340.4481829912932,1337.275287855778,,,,,,
20,1337.275287855778,1342.61169874376,469637.8701306073,17472.240281521907,1.0011566334388056,13.718666425380766,0.00373644196248621,0.0744072886484339
21,1342.61169874376,1339.8045557750486,,,,,,
22,1339.8045557750486,1344.824905342202,369008.0727088807,14510.701994707782,1.0672207756903924,15.014037588458942,0.0029053969162867606,0.0786470707168275
23,1344.824905342202,1342.5661432449856,,,,,,
24,1342.5661432449856,1347.6185349968346,292394.1753627929,8556.587499257375,0.9843565600366924,23.566225783342603,0.0021769980911456577,0.0585277561609471
25,1347.6185349968346,1344.6032671926077,,,,,,
26,1344.6032671926077,1349.2955900886402,230039.64228677066,6596.50800410097,1.0708103360733847,26.461807754740533,0.0016902032885934054,0.05735105426635701
27,1349.2955900886402,1346.7687588647273,,,,,,
28,1346.7687588647273,1352.5763684352937,219980.84990455472,5570.839928466444,1.0226195169183732,43.20351617835003,0.0015276522947522467,0.05064840808537215
29,1352.5763684352937,1350.0967088199484,,,,,,
30,1350.0967088199484,1354.3636082156254,175490.91379983947,4612.333529568245,1.0832894540923055,38.003204590568664,0.0012425671468647215,0.052564926920706065
